,Model,Mileage in mi,Dealer Name,Rating,Rating Count,Price in $,Brand Name,Year
488,"['G-Class', 'G', '550', '4MATIC']","35,488 mi.",CAG - Mercedes-Benz of San Juan,4.8,403,"$155,633", Mercedes,2019
489,"['AMG', 'GT', 'Base']","3,461 mi.",Mercedes-Benz of Augusta,4.7,244,"$118,991", Mercedes,2020
490,"['E-Class', 'E', '350', '4MATIC']","16,488 mi.",Volkswagen of Quad Cities,4.6,169,"$53,989", Mercedes,2021
491,"['A-Class', 'A', '220', '4MATIC']","13,083 mi.",Mercedes-Benz of Centerville,4.7,35,"$36,599", Mercedes,2021
492,"['AMG', 'E', '53', 'Base', '4MATIC']","28,369 mi.",Isringhausen Imports,4.9,813,"$64,900", Mercedes,2019
493,"['Maybach', 'S', '580', '4MATIC']","4,286 mi.",Mercedes-Benz of Houston North,4.5,1455,"$224,922", Mercedes,2021
494,"['GLE', '350', 'Base', '4MATIC']","33,912 mi.",Husker Auto Group,3.6,21,"$47,998", Mercedes,2020
495,"['CLA', '250', 'Base']","18,110 mi.",Mercedes-Benz of Carlsbad,4.8,418,"$39,995", Mercedes,2021
496,"['CLS', '550', 'Base', '4MATIC']","45,856 mi.",Baker Motor Company of Charleston,3.9,204,"$46,988", Mercedes,2017
497,"['GLS', '450', 'Base', '4MATIC']","20,310 mi.",Mercedes-Benz of Milwaukee North,4.7,307,"$71,852", Mercedes,2020
498,"['AMG', 'CLS', '53', 'Base', '4MATIC']","33,895 mi.",Mercedes-Benz of Boerne,4.8,435,"$81,491", Mercedes,2020
499,"['GLA', '250', 'Base', '4MATIC']","3,335 mi.",Sears Imported Autos,4.9,2007,"$33,971", Mercedes,2018
500,"['GLS', '450', 'Base', '4MATIC']","27,015 mi.",Mercedes-Benz of Fresno,4.8,501,"$63,977", Mercedes,2020
501,"['GLE', '350', 'Base', '4MATIC']","41,120 mi.",Bergstrom Luxury on Victory Lane,4.8,290,"$34,563", Mercedes,2018
502,"['GLC', '350e', 'Base', '4MATIC']","29,759 mi.",Mercedes-Benz of Ft. Pierce,4.7,236,"$33,995", Mercedes,2019
503,"['Mercedes-Benz', 'CLS-Class', 'CLS', '55']","34,049 mi.",Mercedes-Benz of Austin,4.8,1283,"$29,999", Mercedes,2014
504,"['GLS', '450', 'Base', '4MATIC']","42,850 mi.",Bergstrom Luxury on Victory Lane,4.8,290,"$44,379", Mercedes,2018
505,"['AMG', 'S', '63', 'Base', '4MATIC']","23,177 mi.",Mercedes-Benz of Fayetteville,4.8,1162,"$91,000", Mercedes,2017
506,"['G-Class', 'G', '550', '4MATIC']","35,488 mi.",CAG - Mercedes-Benz of San Juan,4.8,403,"$155,633", Mercedes,2019
507,"['GLS', '450', '4MATIC']","4,256 mi.",Mercedes-Benz Of Tacoma,4.4,3078,"$89,989", Mercedes,2022
508,"['AMG', 'E', '43', 'Base', '4MATIC']","21,870 mi.",Mercedes-Benz of Stevens Creek,4.7,1786,"$52,395", Mercedes,2018
509,"['GLE', '350', 'Base', '4MATIC']","26,969 mi.",Mercedes-Benz of Rochester,4.6,130,"$54,376", Mercedes,2020
510,"['AMG', 'GT', 'Base']","3,461 mi.",Mercedes-Benz of Augusta,4.7,244,"$118,991", Mercedes,2020
511,"['E-Class', 'E', '350', '4MATIC']","16,488 mi.",Volkswagen of Quad Cities,4.6,169,"$53,989", Mercedes,2021
512,"['A-Class', 'A', '220', '4MATIC']","13,083 mi.",Mercedes-Benz of Centerville,4.7,35,"$36,599", Mercedes,2021
513,"['AMG', 'E', '53', 'Base', '4MATIC']","28,369 mi.",Isringhausen Imports,4.9,813,"$64,900", Mercedes,2019
514,"['Maybach', 'S', '580', '4MATIC']","4,286 mi.",Mercedes-Benz of Houston North,4.5,1455,"$224,922", Mercedes,2021
515,"['GLE', '350', 'Base', '4MATIC']","33,912 mi.",Husker Auto Group,3.6,21,"$47,998", Mercedes,2020
516,"['CLA', '250', 'Base']","18,110 mi.",Mercedes-Benz of Carlsbad,4.8,418,"$39,995", Mercedes,2021
517,"['CLS', '550', 'Base', '4MATIC']","45,856 mi.",Baker Motor Company of Charleston,3.9,204,"$46,988", Mercedes,2017
518,"['GLS', '450', 'Base', '4MATIC']","20,310 mi.",Mercedes-Benz of Milwaukee North,4.7,307,"$71,852", Mercedes,2020
519,"['AMG', 'CLS', '53', 'Base', '4MATIC']","33,895 mi.",Mercedes-Benz of Boerne,4.8,435,"$81,491", Mercedes,2020
520,"['Suburban', 'Premier']","45,000 mi.",North Branch Chevrolet,4.9,507,"$69,000", Chevrolet,2021
521,"['Traverse', 'LT', 'Cloth']","20,436 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,819", Chevrolet,2020
522,"['Blazer', '2LT']","18,025 mi.",O'Rielly Chevrolet,4.5,545,"$35,990", Chevrolet,2021
523,"['Impala', '1LT']","39,047 mi.",Uebelhor & Sons Chevrolet Cadillac,4.4,50,"$25,965", Chevrolet,2019
524,"['Impala', 'Premier', '2LZ']","42,239 mi.",Mangino Chevrolet,4.9,313,"$24,889", Chevrolet,2017
525,"['Corvette', 'Stingray', 'Z5']","7,550 mi.",Sherwood Chevrolet Buick GMC,4.7,25,"$58,980", Chevrolet,2017
526,"['Corvette', 'Stingray']","3,974 mi.",Parker Chevrolet,4.7,28,"$61,980", Chevrolet,2017
527,"['Malibu', '1LT']","42,441 mi.",Pure Country Chevrolet,,0,"$19,989", Chevrolet,2017
528,"['Bolt', 'EUV', 'LT']","1,031 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,904", Chevrolet,2022
529,"['Equinox', '1LT']","9,992 mi.",Casey Chevrolet,4.7,1044,"$25,100", Chevrolet,2021
530,"['Silverado', '1500', 'Limited', 'RST']","13,070 mi.",Southern Chevrolet,4.2,20,"$46,900", Chevrolet,2022
531,"['Blazer', 'Premier']","16,199 mi.",Jeff Drennen GM Super Store,4.8,189,"$41,330", Chevrolet,2019
532,"['Traverse', 'RS']","34,020 mi.",Miles Chevrolet,4.9,460,"$41,370", Chevrolet,2020
533,"['Tahoe', 'LT']","68,117 mi.",Halladay Buick GMC,4.8,700,"$44,995", Chevrolet,2020
534,"['Blazer', 'RS']","14,463 mi.",Weelborg Chevrolet,4.6,25,"$46,995", Chevrolet,2021
535,"['Bolt', 'EUV', 'LT']",369 mi.,Donohoo Chevrolet,4.6,167,"$29,995", Chevrolet,2022
536,"['Traverse', 'LS']","22,686 mi.",Pure Country Chevrolet,,0,"$37,989", Chevrolet,2022
537,"['Chevrolet', 'Tahoe', 'Z']","2,802 mi.",Classic Chevrolet Inc,4.4,389,"$77,620", Chevrolet,2023
538,"['Silverado', '2500', 'LT']","16,176 mi.",Mangino Chevrolet,4.9,313,"$59,469", Chevrolet,2020
539,"['Suburban', 'Premier']","62,614 mi.",DePaula Chevrolet,4.7,6848,"$55,000", Chevrolet,2019
540,"['Silverado', '2500', 'LTZ']","40,467 mi.",Fitzgerald Buick GMC Rockville,4.5,114,"$56,927", Chevrolet,2017
541,"['Suburban', 'Premier']","45,000 mi.",North Branch Chevrolet,4.9,507,"$69,000", Chevrolet,2021
542,"['Traverse', 'LT', 'Cloth']","20,436 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,819", Chevrolet,2020
543,"['Blazer', '2LT']","18,025 mi.",O'Rielly Chevrolet,4.5,545,"$35,990", Chevrolet,2021
544,"['Impala', '1LT']","39,047 mi.",Uebelhor & Sons Chevrolet Cadillac,4.4,50,"$25,965", Chevrolet,2019
545,"['Impala', 'Premier', '2LZ']","42,239 mi.",Mangino Chevrolet,4.9,313,"$24,889", Chevrolet,2017
546,"['Corvette', 'Stingray', 'Z5']","7,550 mi.",Sherwood Chevrolet Buick GMC,4.7,25,"$58,980", Chevrolet,2017
547,"['Corvette', 'Stingray']","3,974 mi.",Parker Chevrolet,4.7,28,"$61,980", Chevrolet,2017
548,"['Malibu', '1LT']","42,441 mi.",Pure Country Chevrolet,,0,"$19,989", Chevrolet,2017
549,"['Bolt', 'EUV', 'LT']","1,031 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,904", Chevrolet,2022
550,"['Equinox', '1LT']","9,992 mi.",Casey Chevrolet,4.7,1044,"$25,100", Chevrolet,2021
551,"['Silverado', '1500', 'Limited', 'RST']","13,070 mi.",Southern Chevrolet,4.2,20,"$46,900", Chevrolet,2022
552,"['Blazer', 'Premier']","16,199 mi.",Jeff Drennen GM Super Store,4.8,189,"$41,330", Chevrolet,2019
553,"['Traverse', 'RS']","34,020 mi.",Miles Chevrolet,4.9,460,"$41,370", Chevrolet,2020
554,"['Tahoe', 'LT']","68,117 mi.",Halladay Buick GMC,4.8,700,"$44,995", Chevrolet,2020
555,"['Blazer', 'RS']","14,463 mi.",Weelborg Chevrolet,4.6,25,"$46,995", Chevrolet,2021
556,"['Bolt', 'EUV', 'LT']",369 mi.,Donohoo Chevrolet,4.6,167,"$29,995", Chevrolet,2022
557,"['Traverse', 'LS']","22,686 mi.",Pure Country Chevrolet,,0,"$37,989", Chevrolet,2022
558,"['Chevrolet', 'Tahoe', 'Z']","2,802 mi.",Classic Chevrolet Inc,4.4,389,"$77,620", Chevrolet,2023
559,"['Silverado', '2500', 'LT']","16,176 mi.",Mangino Chevrolet,4.9,313,"$59,469", Chevrolet,2020
560,"['Suburban', 'Premier']","62,614 mi.",DePaula Chevrolet,4.7,6848,"$55,000", Chevrolet,2019
561,"['Silverado', '2500', 'LTZ']","40,467 mi.",Fitzgerald Buick GMC Rockville,4.5,114,"$56,927", Chevrolet,2017
562,"['Suburban', 'Premier']","45,000 mi.",North Branch Chevrolet,4.9,507,"$69,000", Chevrolet,2021
563,"['Traverse', 'LT', 'Cloth']","20,436 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,819", Chevrolet,2020
564,"['Blazer', '2LT']","18,025 mi.",O'Rielly Chevrolet,4.5,545,"$35,990", Chevrolet,2021
565,"['Impala', '1LT']","39,047 mi.",Uebelhor & Sons Chevrolet Cadillac,4.4,50,"$25,965", Chevrolet,2019
566,"['Impala', 'Premier', '2LZ']","42,239 mi.",Mangino Chevrolet,4.9,313,"$24,889", Chevrolet,2017
567,"['Corvette', 'Stingray', 'Z5']","7,550 mi.",Sherwood Chevrolet Buick GMC,4.7,25,"$58,980", Chevrolet,2017
568,"['Corvette', 'Stingray']","3,974 mi.",Parker Chevrolet,4.7,28,"$61,980", Chevrolet,2017
569,"['Malibu', '1LT']","42,441 mi.",Pure Country Chevrolet,,0,"$19,989", Chevrolet,2017
570,"['Bolt', 'EUV', 'LT']","1,031 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,904", Chevrolet,2022
571,"['Silverado', '1500', 'Limited', 'RST']","13,070 mi.",Southern Chevrolet,4.2,20,"$46,900", Chevrolet,2022
572,"['Equinox', '1LT']","9,992 mi.",Casey Chevrolet,4.7,1044,"$25,100", Chevrolet,2021
573,"['Blazer', 'Premier']","16,199 mi.",Jeff Drennen GM Super Store,4.8,189,"$41,330", Chevrolet,2019
574,"['Traverse', 'RS']","34,020 mi.",Miles Chevrolet,4.9,460,"$41,370", Chevrolet,2020
575,"['Tahoe', 'LT']","68,117 mi.",Halladay Buick GMC,4.8,700,"$44,995", Chevrolet,2020
576,"['Traverse', 'LS']","22,686 mi.",Pure Country Chevrolet,,0,"$37,989", Chevrolet,2022
577,"['Bolt', 'EUV', 'LT']",369 mi.,Donohoo Chevrolet,4.6,167,"$29,995", Chevrolet,2022
578,"['Blazer', 'RS']","14,463 mi.",Weelborg Chevrolet,4.6,25,"$46,995", Chevrolet,2021
579,"['Chevrolet', 'Tahoe', 'Z']","2,802 mi.",Classic Chevrolet Inc,4.4,389,"$77,620", Chevrolet,2023
580,"['Silverado', '2500', 'LT']","16,176 mi.",Mangino Chevrolet,4.9,313,"$59,469", Chevrolet,2020
581,"['Suburban', 'Premier']","62,614 mi.",DePaula Chevrolet,4.7,6848,"$55,000", Chevrolet,2019
582,"['Silverado', '2500', 'LTZ']","40,467 mi.",Fitzgerald Buick GMC Rockville,4.5,114,"$56,927", Chevrolet,2017
583,"['Suburban', 'Premier']","45,000 mi.",North Branch Chevrolet,4.9,507,"$69,000", Chevrolet,2021
584,"['Traverse', 'LT', 'Cloth']","20,436 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,819", Chevrolet,2020
585,"['Blazer', '2LT']","18,025 mi.",O'Rielly Chevrolet,4.5,545,"$35,990", Chevrolet,2021
586,"['Impala', '1LT']","39,047 mi.",Uebelhor & Sons Chevrolet Cadillac,4.4,50,"$25,965", Chevrolet,2019
587,"['Impala', 'Premier', '2LZ']","42,239 mi.",Mangino Chevrolet,4.9,313,"$24,889", Chevrolet,2017
588,"['Corvette', 'Stingray', 'Z5']","7,550 mi.",Sherwood Chevrolet Buick GMC,4.7,25,"$58,980", Chevrolet,2017
589,"['Corvette', 'Stingray']","3,974 mi.",Parker Chevrolet,4.7,28,"$61,980", Chevrolet,2017
590,"['Malibu', '1LT']","42,441 mi.",Pure Country Chevrolet,,0,"$19,989", Chevrolet,2017
591,"['Bolt', 'EUV', 'LT']","1,031 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,904", Chevrolet,2022
592,"['Equinox', '1LT']","9,992 mi.",Casey Chevrolet,4.7,1044,"$25,100", Chevrolet,2021
593,"['Silverado', '1500', 'Limited', 'RST']","13,070 mi.",Southern Chevrolet,4.2,20,"$46,900", Chevrolet,2022
594,"['Blazer', 'Premier']","16,199 mi.",Jeff Drennen GM Super Store,4.8,189,"$41,330", Chevrolet,2019
595,"['Traverse', 'RS']","34,020 mi.",Miles Chevrolet,4.9,460,"$41,370", Chevrolet,2020
596,"['Tahoe', 'LT']","68,117 mi.",Halladay Buick GMC,4.8,700,"$44,995", Chevrolet,2020
597,"['Blazer', 'RS']","14,463 mi.",Weelborg Chevrolet,4.6,25,"$46,995", Chevrolet,2021
598,"['Bolt', 'EUV', 'LT']",369 mi.,Donohoo Chevrolet,4.6,167,"$29,995", Chevrolet,2022
599,"['Traverse', 'LS']","22,686 mi.",Pure Country Chevrolet,,0,"$37,989", Chevrolet,2022
600,"['Chevrolet', 'Tahoe', 'Z']","2,802 mi.",Classic Chevrolet Inc,4.4,389,"$77,620", Chevrolet,2023
601,"['Silverado', '2500', 'LT']","16,176 mi.",Mangino Chevrolet,4.9,313,"$59,469", Chevrolet,2020
602,"['Suburban', 'Premier']","62,614 mi.",DePaula Chevrolet,4.7,6848,"$55,000", Chevrolet,2019
603,"['Silverado', '2500', 'LTZ']","40,467 mi.",Fitzgerald Buick GMC Rockville,4.5,114,"$56,927", Chevrolet,2017
604,"['Suburban', 'Premier']","45,000 mi.",North Branch Chevrolet,4.9,507,"$69,000", Chevrolet,2021
605,"['Traverse', 'LT', 'Cloth']","20,436 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,819", Chevrolet,2020
606,"['Blazer', '2LT']","18,025 mi.",O'Rielly Chevrolet,4.5,545,"$35,990", Chevrolet,2021
607,"['Impala', 'Premier', '2LZ']","42,239 mi.",Mangino Chevrolet,4.9,313,"$24,889", Chevrolet,2017
608,"['Impala', '1LT']","39,047 mi.",Uebelhor & Sons Chevrolet Cadillac,4.4,50,"$25,965", Chevrolet,2019
609,"['Corvette', 'Stingray', 'Z5']","7,550 mi.",Sherwood Chevrolet Buick GMC,4.7,25,"$58,980", Chevrolet,2017
610,"['Corvette', 'Stingray']","3,974 mi.",Parker Chevrolet,4.7,28,"$61,980", Chevrolet,2017
611,"['Bolt', 'EUV', 'LT']","1,031 mi.",AutoNation Chevrolet South Corpus Christi,4.7,515,"$35,904", Chevrolet,2022
612,"['Malibu', '1LT']","42,441 mi.",Pure Country Chevrolet,,0,"$19,989", Chevrolet,2017
613,"['Silverado', '1500', 'Limited', 'RST']","13,070 mi.",Southern Chevrolet,4.2,20,"$46,900", Chevrolet,2022
614,"['Equinox', '1LT']","9,992 mi.",Casey Chevrolet,4.7,1044,"$25,100", Chevrolet,2021
615,"['Blazer', 'Premier']","16,199 mi.",Jeff Drennen GM Super Store,4.8,189,"$41,330", Chevrolet,2019
616,"['Traverse', 'RS']","34,020 mi.",Miles Chevrolet,4.9,460,"$41,370", Chevrolet,2020
617,"['Tahoe', 'LT']","68,117 mi.",Halladay Buick GMC,4.8,700,"$44,995", Chevrolet,2020
618,"['Blazer', 'RS']","14,463 mi.",Weelborg Chevrolet,4.6,25,"$46,995", Chevrolet,2021
619,"['Traverse', 'LS']","22,686 mi.",Pure Country Chevrolet,,0,"$37,989", Chevrolet,2022
620,"['Bolt', 'EUV', 'LT']",369 mi.,Donohoo Chevrolet,4.6,167,"$29,995", Chevrolet,2022
621,"['Chevrolet', 'Tahoe', 'Z']","2,802 mi.",Classic Chevrolet Inc,4.4,389,"$77,620", Chevrolet,2023
622,"['Silverado', '2500', 'LT']","16,176 mi.",Mangino Chevrolet,4.9,313,"$59,469", Chevrolet,2020
623,"['Suburban', 'Premier']","62,614 mi.",DePaula Chevrolet,4.7,6848,"$55,000", Chevrolet,2019
624,"['Silverado', '2500', 'LTZ']","40,467 mi.",Fitzgerald Buick GMC Rockville,4.5,114,"$56,927", Chevrolet,2017
625,"['Seltos', 'S']","31,325 mi.",Kia of Cerritos,4.7,1038,"$25,995", Kia,2021
626,"['Stinger', 'GT']","11,950 mi.",Summit Place Kia East,4.9,1918,"$50,273", Kia,2022
627,"['Carnival', 'SX', 'Prestige']","12,186 mi.",Taylor Kia Hyundai of Toledo,4.8,532,"$55,000", Kia,2022
628,"['Niro', 'Plug-In', 'Hybrid', 'EX']","9,718 mi.",Kia of Augusta,4.8,380,"$36,971", Kia,2022
629,"['Sorento', 'Hybrid', 'S']","44,271 mi.",Landers Kia,4.4,216,"$34,828", Kia,2021
630,"['Sorento', 'S']","1,429 mi.",Kia of Clarksville,4.1,140,"$42,993", Kia,2022
631,"['Kia', 'Sportage', 'X-Line']","6,582 mi.",Smart Kia of Davenport,4.8,280,"$33,660", Kia,2023
632,"['K900', 'Luxury']","19,329 mi.",DCH Kia of Temecula,4.6,78,"$36,999", Kia,2019
633,"['Sorento', 'S']","36,764 mi.",Stokes Kia,4.7,597,"$27,999", Kia,2019
634,"['Kia', 'Sportage', 'X-Line']","8,428 mi.",Germain Kia of Columbus,4.4,241,"$35,571", Kia,2023
635,"['Kia', 'K5', 'GT-Line']","2,255 mi.",Ferguson Superstore,4.9,5918,"$35,000", Kia,2023
636,"['Optima', 'S']","32,736 mi.",All Star Kia of Baton Rouge,4.5,250,"$25,754", Kia,2020
637,"['Telluride', 'SX']","13,971 mi.",Kalidy Kia,2.6,35,"$56,000", Kia,2022
638,"['Carnival', 'LXS']","22,012 mi.",Fred Anderson Kia,4.6,902,"$41,900", Kia,2022
639,"['EV6', 'GT-Line']","4,737 mi.",Rountree Moore Kia,4.7,195,"$59,998", Kia,2022
640,"['Telluride', 'LX']","17,368 mi.",Kia of Columbia,4.6,24,"$36,400", Kia,2020
641,"['Stinger', 'GT']","23,102 mi.",Kia Of Mccomb,3.6,16,"$44,078", Kia,2021
642,"['Cadenza', 'Technology']","32,918 mi.",Kia of Canton,4.7,298,"$29,397", Kia,2019
643,"['Niro', 'EV', 'EX', 'Premium']","7,672 mi.",Kia of Everett,4.8,629,"$43,408", Kia,2020
644,"['Stinger', 'GT-Line']","11,325 mi.",Capital Kia,3.8,71,"$39,477", Kia,2022
645,"['Stinger', 'Premium']","38,052 mi.",Crain Kia,3.6,126,"$30,500", Kia,2018
646,"['Telluride', 'S']","19,015 mi.",Kia of Cerritos,4.7,1038,"$40,995", Kia,2021
647,"['Stinger', 'GT']","11,950 mi.",Summit Place Kia East,4.9,1918,"$50,273", Kia,2022
648,"['Carnival', 'SX', 'Prestige']","12,186 mi.",Taylor Kia Hyundai of Toledo,4.8,532,"$55,000", Kia,2022
649,"['Niro', 'Plug-In', 'Hybrid', 'EX']","9,718 mi.",Kia of Augusta,4.8,380,"$36,971", Kia,2022
650,"['Sorento', 'S']","1,429 mi.",Kia of Clarksville,4.1,140,"$42,993", Kia,2022
651,"['Sorento', 'Hybrid', 'S']","44,271 mi.",Landers Kia,4.4,216,"$34,828", Kia,2021
652,"['K900', 'Luxury']","19,329 mi.",DCH Kia of Temecula,4.6,78,"$36,999", Kia,2019
653,"['Kia', 'Sportage', 'X-Line']","6,582 mi.",Smart Kia of Davenport,4.8,280,"$33,660", Kia,2023
654,"['Sorento', 'S']","36,764 mi.",Stokes Kia,4.7,597,"$27,999", Kia,2019
655,"['Optima', 'S']","32,736 mi.",All Star Kia of Baton Rouge,4.5,250,"$25,754", Kia,2020
656,"['Kia', 'Sportage', 'X-Line']","8,428 mi.",Germain Kia of Columbus,4.4,241,"$35,571", Kia,2023
657,"['Kia', 'K5', 'GT-Line']","2,255 mi.",Ferguson Superstore,4.9,5918,"$35,000", Kia,2023
658,"['Telluride', 'SX']","13,971 mi.",Kalidy Kia,2.6,35,"$56,000", Kia,2022
659,"['EV6', 'GT-Line']","4,737 mi.",Rountree Moore Kia,4.7,195,"$59,998", Kia,2022
660,"['Carnival', 'LXS']","22,012 mi.",Fred Anderson Kia,4.6,902,"$41,900", Kia,2022
